0.015625	5.185	0
0.078125	5.184	0
0.14063	5.1825	0
0.20313	5.1825	0
0.26563	5.182	0
0.32813	5.1825	0
0.39063	5.1825	0
0.45313	5.1825	0
0.51563	5.182	0
0.57813	5.1815	0
0.64063	5.1805	0
0.70313	5.1795	0
0.76563	5.1795	0
0.82813	5.1795	0
0.89063	5.1795	0
0.95313	5.1795	0
1.0156	5.1785	0
1.0781	5.178	0
1.1406	5.177	0
1.2031	5.1765	0
1.2656	5.176	0
1.3281	5.176	0
1.3906	5.1765	0
1.4531	5.1755	0
1.5156	5.1755	0
1.5781	5.175	0
1.6406	5.174	0
1.7031	5.173	0
1.7656	5.173	0
1.8281	5.1725	0
1.8906	5.1725	0
1.9531	5.1725	0
2.0156	5.172	0
2.0781	5.1725	0
2.1406	5.1725	0
2.2031	5.1725	0
2.2656	5.1735	0
2.3281	5.175	0
2.3906	5.177	0
2.4531	5.1795	0
2.5156	5.1815	0
2.5781	5.184	0
2.6406	5.1865	0
2.7031	5.19	0
2.7656	5.193	0
2.8281	5.1975	0
2.8906	5.2025	0
2.9531	5.2075	0
3.0156	5.2125	0
3.0781	5.217	0
3.1406	5.2215	0
3.2031	5.2265	0
3.2656	5.232	0
3.3281	5.2375	0
3.3906	5.2435	0
3.4531	5.2495	0
3.5156	5.2555	0
3.5781	5.261	0
3.6406	5.2655	0
3.7031	5.271	0
3.7656	5.2765	0
3.8281	5.2815	0
3.8906	5.287	0
3.9531	5.2925	0
4.0156	5.2985	0
4.0781	5.304	0
4.1406	5.3085	0
4.2031	5.313	0
4.2656	5.3175	0
4.3281	5.322	0
4.3906	5.326	0
4.4531	5.3305	0
4.5156	5.335	0
4.5781	5.3375	0
4.6406	5.34	0
4.7031	5.3425	0
4.7656	5.346	0
4.8281	5.35	0
4.8906	5.3535	0
4.9531	5.3565	0
5.0156	5.3595	0
5.0781	5.3615	0
5.1406	5.364	0
5.2031	5.366	0
5.2656	5.3685	0
5.3281	5.3715	0
5.3906	5.3745	0
5.4531	5.3775	0
5.5156	5.3795	0
5.5781	5.382	0
5.6406	5.384	0
5.7031	5.386	0
5.7656	5.389	0
5.8281	5.393	0
5.8906	5.3955	0
5.9531	5.3985	0
6.0156	5.4	0
6.0781	5.402	0
6.1406	5.4025	0
6.2031	5.4045	0
6.2656	5.4075	0
6.3281	5.411	0
6.3906	5.4135	0
6.4531	5.4155	0
6.5156	5.417	0
6.5781	5.418	0
6.6406	5.419	0
6.7031	5.4205	0
6.7656	5.423	0
6.8281	5.425	0
6.8906	5.4275	0
6.9531	5.4295	0
7.0156	5.4325	0
7.0781	5.4345	0
7.1406	5.4365	0
7.2031	5.4395	0
7.2656	5.4435	0
7.3281	5.447	0
7.3906	5.4505	0
7.4531	5.454	0
7.5156	5.457	0
7.5781	5.46	0
7.6406	5.463	0
7.7031	5.4655	0
7.7656	5.469	0
7.8281	5.4725	0
7.8906	5.4755	0
7.9531	5.478	0
8.0156	5.4805	0
8.0781	5.4825	0
8.1406	5.4855	0
8.2031	5.488	0
8.2656	5.4905	0
8.3281	5.4925	0
8.3906	5.4945	0
8.4531	5.497	0
8.5156	5.4975	0
8.5781	5.5005	0
8.6406	5.503	0
8.7031	5.504	0
8.7656	5.5065	0
8.8281	5.509	0
8.8906	5.5115	0
8.9531	5.513	0
9.0156	5.515	0
9.0781	5.517	0
9.1406	5.519	0
9.2031	5.52	0
9.2656	5.5205	0
9.3281	5.521	0
9.3906	5.521	0
9.4531	5.522	0
9.5156	5.5225	0
9.5781	5.5215	0
9.6406	5.5205	0
9.7031	5.5205	0
9.7656	5.5215	0
9.8281	5.521	0
9.8906	5.52	0
9.9531	5.519	0
10.016	5.5175	0
10.078	5.5165	0
10.141	5.5155	0
10.203	5.514	0
10.266	5.513	0
10.328	5.513	0
10.391	5.5115	0
10.453	5.5105	0
10.516	5.5085	0
10.578	5.5065	0
10.641	5.5055	0
10.703	5.505	0
10.766	5.505	0
10.828	5.504	0
10.891	5.5025	0
10.953	5.5015	0
11.016	5.5005	0
11.078	5.5	0
11.141	5.499	0
11.203	5.4985	0
11.266	5.498	0
11.328	5.4975	0
11.391	5.4965	0
11.453	5.4955	0
11.516	5.4935	0
11.578	5.4925	0
11.641	5.491	0
11.703	5.4895	0
11.766	5.4885	0
11.828	5.488	0
11.891	5.487	0
11.953	5.486	0
12.016	5.4845	0
12.078	5.4835	0
12.141	5.4825	0
12.203	5.4815	0
12.266	5.4815	0
12.328	5.482	0
12.391	5.4815	0
12.453	5.481	0
12.516	5.48	0
12.578	5.4795	0
12.641	5.478	0
12.703	5.4775	0
12.766	5.4775	0
12.828	5.478	0
12.891	5.478	0
12.953	5.477	0
13.016	5.4765	0
13.078	5.4755	0
13.141	5.475	0
13.203	5.4745	0
13.266	5.4745	0
13.328	5.475	0
13.391	5.476	0
13.453	5.4755	0
13.516	5.475	0
13.578	5.4745	0
13.641	5.474	0
13.703	5.4735	0
13.766	5.4745	0
13.828	5.4755	0
13.891	5.476	0
13.953	5.4765	0
14.016	5.476	0
14.078	5.476	0
14.141	5.4765	0
14.203	5.4775	0
14.266	5.479	0
14.328	5.48	0
14.391	5.481	0
14.453	5.482	0
14.516	5.4825	0
14.578	5.4825	0
14.641	5.484	0
14.703	5.4845	0
14.766	5.485	0
14.828	5.4865	0
14.891	5.4875	0
14.953	5.4875	0
15.016	5.4875	0
15.078	5.4875	0
15.141	5.4875	0
15.203	5.488	0
15.266	5.489	0
15.328	5.489	0
15.391	5.4905	0
15.453	5.491	0
15.516	5.4905	0
15.578	5.49	0
15.641	5.4895	0
15.703	5.491	0
15.766	5.491	0
15.828	5.4925	0
15.891	5.4935	0
15.953	5.494	0
16.016	5.495	0
16.078	5.4945	0
16.141	5.4955	0
